,Address,City,Zip,Beds,Baths,Home size,Lot size,Year built,Garage,Home type,Price
19,"""169 E Louise St",['Long Beach'],90805,2.0,1.0,661.0,0.071,1929.0,0.0,Single Family Residence,499999.0
20,"""3721 E Harding St",['Long Beach'],90805,3.0,2.0,1660.0,0.134,1957.0,2.0,Single Family Residence,875000.0
21,"""5562 California Ave",['Long Beach'],90805,3.0,2.0,1120.0,0.11,1925.0,2.0,Single Family Residence,760000.0
22,"""146 W Zane St",['Long Beach'],90805,4.0,2.0,1451.0,0.148,1948.0,2.0,Single Family Residence,775000.0
23,"""6166 Coke Ave",['Long Beach'],90805,4.0,2.5,2122.0,0.146,1954.0,2.0,Single Family Residence,1059000.0
24,"""1530 E 52nd St",['Long Beach'],90805,4.0,3.0,1938.0,0.162,2010.0,2.0,Single Family Residence,860000.0
25,"""212 E Pleasant St",['Long Beach'],90805,2.0,1.0,798.0,0.104,1949.0,0.0,Single Family Residence,545000.0
26,"""3740 E Poppy St",['Long Beach'],90805,3.0,2.0,1733.0,0.132,1957.0,2.0,Single Family Residence,850000.0
27,"""1901 E Market St",['Long Beach'],90805,3.0,1.0,1600.0,0.178,1947.0,2.0,Single Family Residence,699900.0
28,"""344 E Louise St",['Long Beach'],90805,2.0,1.0,504.0,0.07,1924.0,0.0,Single Family Residence,545000.0
29,"""160 E Del Amo Bld",['Long Beach'],90805,2.0,1.0,836.0,0.046,1973.0,2.0,Single Family Residence,575000.0
30,"""5710 Linden Ave",['Long Beach'],90805,3.0,1.5,1393.0,0.105,1929.0,2.0,Single Family Residence,749000.0
0,"""8145 Mountain View Ave",['South Gate'],90280,3.0,1.0,1100.0,0.138,1923.0,2.0,Single Family Residence,659500.0
1,"""8122 Virginia Ave",['South Gate'],90280,4.0,3.0,1652.0,0.153,1927.0,2.0,Single Family Residence,775000.0
2,"""9734 Bowman Ave",['South Gate'],90280,3.0,3.0,1827.0,0.099,2007.0,2.0,Single Family Residence,749000.0
3,"""2610 Kansas Ave",['South Gate'],90280,3.0,2.0,1600.0,0.168,1936.0,2.0,Single Family Residence,699000.0
4,"""9232 San Carlos Ave",['South Gate'],90280,2.0,1.0,1275.0,0.097,1947.0,1.0,Single Family Residence,650000.0
5,"""9209 Truba Ave",['South Gate'],90280,5.0,4.0,3614.0,0.147,1949.0,4.0,Single Family Residence,849999.0
6,"""9211 Bowman Ave",['South Gate'],90280,3.0,2.0,1647.0,0.147,1947.0,2.0,Single Family Residence,799000.0
7,"""8913 Hildreth Ave",['South Gate'],90280,2.0,1.0,899.0,0.103,1926.0,0.0,Single Family Residence,700000.0
8,"""8964 California Ave",['South Gate'],90280,2.0,1.0,768.0,0.147,1926.0,2.0,Single Family Residence,545000.0
9,"""2941 Missouri Ave",['South Gate'],90280,3.0,1.0,1149.0,0.124,1928.0,2.0,Single Family Residence,625000.0
10,"""2432 Glenwood Pl",['South Gate'],90280,2.0,1.0,1221.0,0.16,1939.0,2.0,Single Family Residence,550000.0
11,"""8965 California Ave",['South Gate'],90280,3.0,2.0,2083.0,0.147,1958.0,0.0,Single Family Residence,835000.0
0,"""13338 Sayre St",['Sylmar'],91342,4.0,3.0,1617.0,0.167,1947.0,0.0,Single Family Residence,950000.0
1,"""11642 Luanda St",['Lakeview Terrace'],91342,3.0,2.0,1132.0,0.12,1984.0,2.0,Single Family Residence,724999.0
2,"""10535 Foothill Bld",['Sylmar'],91342,3.0,2.0,1416.0,0.412,1955.0,2.0,Single Family Residence,790000.0
3,"""11857 Gladstone Ave",['Lakeview Terrace'],91342,4.0,2.5,1326.0,0.115,1987.0,2.0,Single Family Residence,799000.0
4,"""13589 Linfield Ave",['Sylmar'],91342,3.0,2.0,1706.0,0.216,1962.0,2.0,Single Family Residence,899000.0
5,"""14974 Paddock St",['Sylmar'],91342,3.0,1.0,1099.0,0.25,1957.0,2.0,Single Family Residence,799000.0
6,"""11333 Goleta St",['Lakeview Terrace'],91342,2.0,2.0,948.0,0.174,1985.0,2.0,Single Family Residence,689000.0
7,"""13832 Polk St",['Sylmar'],91342,6.0,3.0,3292.0,0.915,1950.0,2.0,Single Family Residence,1199000.0
8,"""15484 El Cajon St",['Sylmar'],91342,4.0,2.0,1432.0,0.138,1955.0,0.0,Single Family Residence,859999.0
9,"""13692 Simshaw Ave",['Sylmar'],91342,3.0,2.0,1124.0,0.173,1951.0,2.0,Single Family Residence,650000.0
10,"""13063 Beaver St",['Sylmar'],91342,4.0,2.0,1729.0,0.18,1976.0,2.0,Single Family Residence,875000.0
11,"""12050 Havana Ave",['Sylmar'],91342,3.0,2.0,1406.0,0.21,1956.0,0.0,Single Family Residence,820000.0
12,"""14373 Berg St",['Sylmar'],91342,4.0,3.0,1563.0,0.157,1956.0,0.0,Single Family Residence,880000.0
13,"""13019 Dronfield Ave",['Sylmar'],91342,5.0,3.0,2190.0,0.144,1956.0,2.0,Single Family Residence,899000.0
14,"""13231 Woodcock Ave",['Sylmar'],91342,3.0,2.0,1456.0,0.182,1971.0,2.0,Single Family Residence,799000.0
15,"""13615 Herrick Ave",['Sylmar'],91342,4.0,3.0,2952.0,0.541,1955.0,2.0,Single Family Residence,1290000.0
16,"""13136 Woodcock Ave",['Sylmar'],91342,3.0,2.0,1536.0,0.138,1955.0,0.0,Single Family Residence,744900.0
17,"""12684 Glenoaks Bld",['Sylmar'],91342,4.0,4.0,2096.0,0.128,1948.0,2.0,Single Family Residence,839000.0
18,"""11972 Jouett St",['Sylmar'],91342,3.0,2.0,1254.0,0.175,1965.0,0.0,Single Family Residence,899000.0
19,"""12617 Herron St",['Sylmar'],91342,4.0,2.0,1703.0,0.267,1987.0,3.0,Single Family Residence,920000.0
20,"""13127 Azores Ave",['Sylmar'],91342,4.0,3.0,2514.0,0.177,1986.0,2.0,Single Family Residence,1149000.0
21,"""14021 Tyler St",['Sylmar'],91342,4.0,2.0,1764.0,0.172,1964.0,2.0,Single Family Residence,849000.0
22,"""12039 Havana Ave",['Sylmar'],91342,6.0,4.0,2854.0,0.172,1956.0,2.0,Single Family Residence,1100000.0
23,"""13171 Vista View Cir",['Sylmar'],91342,4.0,3.0,1928.0,0.12,2012.0,2.0,Single Family Residence,784999.0
24,"""13251 Sayre St",['Sylmar'],91342,3.0,2.0,2367.0,0.193,1980.0,0.0,Single Family Residence,879000.0
25,"""15533 Sandra Ln",['Sylmar'],91342,4.0,3.0,2343.0,0.128,1990.0,2.0,Single Family Residence,995000.0
26,"""13589 Via Santa Catalina",['Sylmar'],91342,3.0,2.5,2053.0,28.681,1999.0,2.0,Single Family Residence,840000.0
27,"""11320 Osborne St",['Lakeview Terrace'],91342,3.0,2.0,1722.0,0.459,1950.0,2.0,Single Family Residence,1099000.0
28,"""14928 Ryan St",['Sylmar'],91342,5.0,3.0,1728.0,0.165,1955.0,0.0,Single Family Residence,700000.0
29,"""13234 De Garmo Ave",['Sylmar'],91342,3.0,2.0,1548.0,0.143,1966.0,2.0,Single Family Residence,829950.0
30,"""11722 Gain St",['Sylmar'],91342,3.0,2.0,1683.0,0.176,1963.0,0.0,Single Family Residence,799777.0
0,"""16921 Blue Bird Pl",['Riverside'],92503,4.0,2.0,3455.0,0.18,2006.0,3.0,Single Family Residence,995000.0
1,"""3727 Roosevelt St",['Riverside'],92503,2.0,1.0,996.0,0.22,1927.0,0.0,Single Family Residence,479900.0
2,"""16280 W Sun Canyon St",['Riverside'],92503,3.0,2.5,1757.0,0.28,1991.0,2.0,Single Family Residence,699000.0
3,"""8346 Randolph St",['Riverside'],92503,3.0,1.0,1332.0,0.16,1957.0,0.0,Single Family Residence,575000.0
4,"""2932 Constellation Pl",['Riverside'],92503,4.0,2.0,1326.0,0.15,1976.0,2.0,Single Family Residence,620000.0
5,"""4349 Salerno Dr",['Riverside'],92503,3.0,2.0,1240.0,0.28,1957.0,2.0,Single Family Residence,619900.0
6,"""2537 Braden Pl",['Riverside'],92503,4.0,2.5,2472.0,0.55,1991.0,3.0,Single Family Residence,990000.0
7,"""9421 Sage Ave",['Riverside'],92503,3.0,2.0,1260.0,0.17,1959.0,2.0,Single Family Residence,574900.0
8,"""5501 Rutland Ave",['Riverside'],92503,3.0,1.5,1080.0,0.17,1954.0,1.0,Single Family Residence,500000.0
9,"""17827 Robusta Dr",['Riverside'],92503,4.0,2.5,2587.0,0.18,2001.0,2.0,Single Family Residence,719000.0
10,"""12012 Taylor St",['Riverside'],92503,3.0,2.0,1162.0,0.17,1985.0,2.0,Single Family Residence,610000.0
11,"""3842 Manchester Pl",['Riverside'],92503,3.0,1.5,1025.0,0.35,1955.0,1.0,Single Family Residence,499000.0
12,"""3116 Calle La Paz",['Riverside'],92503,5.0,3.0,2847.0,0.1,2015.0,3.0,Single Family Residence,798000.0
13,"""3170 Wickham Dr",['Riverside'],92503,4.0,2.5,1961.0,0.16,1984.0,2.0,Single Family Residence,750000.0
14,"""15672 Glendon Creek Ct",['Riverside'],92503,5.0,4.5,5370.0,0.27,2007.0,3.0,Single Family Residence,1500000.0
15,"""14124 Meadowlands Dr",['Riverside'],92503,4.0,2.0,2452.0,0.51,1998.0,3.0,Single Family Residence,769000.0
16,"""12548 Avocado Way",['Riverside'],92503,4.0,3.0,2919.0,0.19,2001.0,3.0,Single Family Residence,775000.0
17,"""9397 Garfield St",['Riverside'],92503,3.0,2.0,1240.0,0.28,1947.0,0.0,Single Family Residence,539000.0
18,"""16303 Yarmouth Cir",['Riverside'],92503,4.0,3.5,3575.0,0.4,2005.0,3.0,Single Family Residence,965000.0
19,"""12355 Evanwood Ct",['Riverside'],92503,5.0,4.5,3615.0,0.35,2004.0,4.0,Single Family Residence,924990.0
20,"""10815 Portofino Ln",['Riverside'],92503,5.0,3.0,3426.0,0.16,2014.0,3.0,Single Family Residence,798000.0
21,"""12825 June Bug Ct",['Riverside'],92503,3.0,2.5,1466.0,0.11,1988.0,2.0,Single Family Residence,629900.0
22,"""4415 Challen Ave",['Riverside'],92503,4.0,2.0,1284.0,0.19,1978.0,2.0,Single Family Residence,624990.0
23,"""10221 Mandalay Ct",['Riverside'],92503,3.0,2.0,1330.0,0.12,1976.0,2.0,Single Family Residence,549900.0
24,"""9250 Duncan Ave",['Riverside'],92503,4.0,2.0,1410.0,0.18,1977.0,2.0,Single Family Residence,579900.0
25,"""16849 Ridge Cliff Dr",['Riverside'],92503,4.0,3.5,5074.0,0.37,2006.0,3.0,Single Family Residence,1197000.0
26,"""8794 Gael Ln",['Riverside'],92503,4.0,2.5,1540.0,0.05,2006.0,2.0,Single Family Residence,539900.0
27,"""8819 California Ave",['Riverside'],92503,3.0,2.0,1122.0,0.16,1956.0,2.0,Single Family Residence,570000.0
28,"""4080 Stotts St",['Riverside'],92503,4.0,2.5,1562.0,0.26,1965.0,2.0,Single Family Residence,600000.0
29,"""5932 Tyler St",['Riverside'],92503,5.0,3.0,1890.0,0.45,1960.0,0.0,Single Family Residence,595000.0
30,"""17282 Rosy Sky Cir",['Riverside'],92503,3.0,2.5,1938.0,0.11,1995.0,2.0,Single Family Residence,699000.0
0,"""7815 15th St",['Westminster'],92683,3.0,2.0,1916.0,0.263,1952.0,2.0,Single Family Residence,1200000.0
1,"""8912 Mcclure",['Westminster'],92683,6.0,4.0,2120.0,0.165,1958.0,2.0,Single Family Residence,1249900.0
2,"""5082 Cambridge Ave",['Westminster'],92683,4.0,2.0,1828.0,0.149,1963.0,2.0,Single Family Residence,1050000.0
3,"""10452 Stern Ave",['Westminster'],92683,3.0,1.0,1204.0,0.138,1960.0,2.0,Single Family Residence,849000.0
4,"""14471 Newland St",['Westminster'],92683,2.0,1.5,748.0,0.191,1948.0,5.0,Single Family Residence,899900.0
5,"""14146 Sawston Cir",['Westminster'],92683,4.0,2.5,2401.0,0.126,1972.0,2.0,Single Family Residence,1349000.0
6,"""5241 Loyola Ave",['Westminster'],92683,4.0,3.0,2591.0,0.149,1964.0,2.0,Single Family Residence,1294000.0
7,"""14042 Nancy Lee Dr",['Westminster'],92683,5.0,3.0,2300.0,0.23,1954.0,3.0,Single Family Residence,1099000.0
8,"""9460 Clare Circle",['Westminster'],92683,4.0,2.0,1518.0,0.193,1964.0,2.0,Single Family Residence,950000.0
9,"""7812 16th St",['Westminster'],92683,3.0,1.0,1064.0,0.132,1962.0,2.0,Single Family Residence,800000.0
10,"""7041 7043 Trask Ave",['Westminster'],92683,7.0,5.5,2833.0,0.17,1954.0,4.0,Single Family Residence,1550000.0
11,"""6342 Gardenia Ct",['Westminster'],92683,3.0,2.5,1716.0,0.046,2018.0,2.0,Single Family Residence,965000.0
12,"""15772 Grey Oaks St",['Westminster'],92683,4.0,3.5,2722.0,0.138,1967.0,3.0,Single Family Residence,1750000.0
13,"""5041 Sloane Ave",['Westminster'],92683,3.0,2.0,1260.0,0.078,1972.0,2.0,Single Family Residence,865000.0
14,"""15871 Maybrook St",['Westminster'],92683,3.0,2.0,1582.0,0.141,1971.0,2.0,Single Family Residence,1095000.0
15,"""8390 Wells Rd",['Westminster'],92683,3.0,2.0,1266.0,0.138,1960.0,2.0,Single Family Residence,949999.0
16,"""6411 Bannock Rd",['Westminster'],92683,4.0,2.0,1615.0,0.166,1956.0,1.0,Single Family Residence,919888.0
17,"""15751 Clarendon Street",['Westminster'],92683,4.0,2.5,2286.0,0.138,1967.0,3.0,Single Family Residence,1449000.0
18,"""6312 Shawnee Rd",['Westminster'],92683,4.0,2.0,1658.0,0.194,1955.0,0.0,Single Family Residence,899000.0
19,"""13411 Olympus Dr",['Westminster'],92683,4.0,2.0,1177.0,0.185,1960.0,2.0,Single Family Residence,925000.0
20,"""8652 Universe Ave",['Westminster'],92683,3.0,2.0,1424.0,0.151,1977.0,2.0,Single Family Residence,958800.0
21,"""5911 Jones Ave",['Westminster'],92683,3.0,2.0,1582.0,0.147,1962.0,2.0,Single Family Residence,910000.0
22,"""9462 Downing Circle",['Westminster'],92683,3.0,3.0,1732.0,0.134,1968.0,2.0,Single Family Residence,998000.0
23,"""8212 Monticello Cir",['Westminster'],92683,4.0,2.0,1442.0,0.149,1964.0,2.0,Single Family Residence,949000.0
24,"""5812 Gloucester Cir",['Westminster'],92683,4.0,2.0,1617.0,0.112,1971.0,2.0,Single Family Residence,949900.0
25,"""13692 Sioux Rd",['Westminster'],92683,4.0,2.0,1274.0,0.189,1957.0,2.0,Single Family Residence,879000.0
26,"""5951 Meinhardt Rd",['Westminster'],92683,4.0,2.0,1467.0,0.179,1962.0,2.0,Single Family Residence,895000.0
27,"""5132 Piccadilly Cir",['Westminster'],92683,3.0,1.0,1260.0,0.062,1972.0,2.0,Single Family Residence,850000.0
28,"""7282 Rockmont Ave",['Westminster'],92683,5.0,3.0,2493.0,0.14,1971.0,3.0,Single Family Residence,1199000.0
29,"""7722 Gonzaga Pl",['Westminster'],92683,4.0,3.0,2337.0,0.138,1967.0,2.0,Single Family Residence,1195000.0
30,"""14269 Baker St",['Westminster'],92683,3.0,1.5,1799.0,0.052,1972.0,2.0,Single Family Residence,855000.0
0,"""13448 Noble Pl",['Chino'],91710,4.0,2.0,1713.0,0.165,1975.0,2.0,Single Family Residence,730000.0
1,"""6239 Lafayette St",['Chino'],91710,5.0,3.5,2926.0,0.12,2013.0,3.0,Single Family Residence,958800.0
2,"""6952 Montego St",['Chino'],91710,3.0,2.5,1620.0,0.071,2006.0,2.0,Single Family Residence,675000.0
3,"""6552 Sheffield",['Chino'],91710,4.0,3.5,4279.0,0.221,2008.0,3.0,Single Family Residence,1268000.0
4,"""13177 Stallion Ave",['Chino'],91710,5.0,3.0,3163.0,0.254,1999.0,2.0,Single Family Residence,879000.0
5,"""7001 Vanderbilt St",['Chino'],91710,3.0,2.5,1673.0,0.025,2010.0,2.0,Single Family Residence,650000.0
6,"""6609 Angelina Ct",['Chino'],91710,5.0,3.0,3636.0,0.161,2004.0,2.0,Single Family Residence,950000.0
7,"""14571 Longwood Ave",['Chino'],91710,4.0,2.5,1714.0,0.024,2008.0,2.0,Single Family Residence,615000.0
8,"""13074 Roswell Ave",['Chino'],91710,4.0,2.0,1738.0,0.287,1947.0,0.0,Single Family Residence,675000.0
9,"""11882 Orgren St",['Chino'],91710,4.0,2.5,3240.0,0.462,2005.0,3.0,Single Family Residence,1250000.0
10,"""12970 Mckinley Ave",['Chino'],91710,3.0,2.0,2120.0,0.534,1957.0,2.0,Single Family Residence,1088000.0
11,"""6526 Mogano Dr",['Chino'],91710,4.0,3.0,2229.0,0.066,2017.0,2.0,Single Family Residence,759000.0
12,"""14163 Ironbark Ave",['Chino'],91710,5.0,4.0,3900.0,0.417,2002.0,4.0,Single Family Residence,1380000.0
13,"""4092 Tano St",['Chino'],91710,4.0,2.0,1621.0,0.177,1975.0,2.0,Single Family Residence,729000.0
14,"""3983 Peppertree Ln",['Chino'],91710,5.0,4.0,3004.0,0.105,2017.0,2.0,Single Family Residence,1036000.0
15,"""12804 17th St",['Chino'],91710,3.0,1.0,1124.0,0.186,1952.0,2.0,Single Family Residence,589500.0
16,"""6317 Wellesley Ct",['Chino'],91710,4.0,2.5,2097.0,0.163,1992.0,3.0,Single Family Residence,885000.0
17,"""6847 Dublin Dr",['Chino'],91710,4.0,4.5,4464.0,0.202,2016.0,3.0,Single Family Residence,1380000.0
18,"""13507 Julian Ave",['Chino'],91710,6.0,3.0,3715.0,0.239,2000.0,3.0,Single Family Residence,998000.0
19,"""6220 Athena St",['Chino'],91710,5.0,3.0,2967.0,0.101,2016.0,2.0,Single Family Residence,935000.0
20,"""4099 Walnut Ave",['Chino'],91710,4.0,2.0,1621.0,0.197,1984.0,2.0,Single Family Residence,774900.0
21,"""6839 Lunt St",['Chino'],91710,5.0,3.5,3123.0,0.139,2000.0,3.0,Single Family Residence,949800.0
22,"""13280 13th St",['Chino'],91710,3.0,1.0,1093.0,0.156,1954.0,0.0,Single Family Residence,495000.0
23,"""12481 Waterloo Dr",['Chino'],91710,4.0,2.0,1971.0,0.164,1977.0,2.0,Single Family Residence,699900.0
24,"""14389 Figueroa Ln",['Chino'],91710,4.0,3.0,2079.0,0.059,2018.0,2.0,Single Family Residence,749900.0
25,"""3803 Lupe Ct",['Chino'],91710,4.0,2.0,1586.0,0.108,1974.0,2.0,Single Family Residence,679999.0
26,"""13547 Magnolia Ave",['Chino'],91710,3.0,2.5,1635.0,0.108,1987.0,2.0,Single Family Residence,779000.0
27,"""12984 Orange Ave",['Chino'],91710,5.0,2.5,3140.0,0.198,2004.0,3.0,Single Family Residence,980000.0
28,"""13918 San Antonio Ave",['Chino'],91710,4.0,3.0,2773.0,0.138,1999.0,3.0,Single Family Residence,915000.0
29,"""12354 Nutmeg Dr",['Chino'],91710,4.0,3.0,2692.0,0.123,2015.0,2.0,Single Family Residence,899800.0
30,"""13658 Frady Ave",['Chino'],91710,3.0,2.0,1240.0,0.13,1974.0,2.0,Single Family Residence,675000.0
0,"""5038 Cove View Pl",['San Diego'],92154,5.0,3.0,2872.0,0.16,2000.0,3.0,Single Family Residence,1025000.0
1,"""1770 Thelborn Way",['San Diego'],92154,4.0,2.0,1370.0,0.117,1973.0,2.0,Single Family Residence,799000.0
2,"""1478 Ilexey Ave",['San Diego'],92154,5.0,2.0,1488.0,0.156,1971.0,2.0,Single Family Residence,719000.0
3,"""2101 Judith Ave",['San Diego'],92154,4.0,2.0,1515.0,0.158,1959.0,0.0,Single Family Residence,769900.0
4,"""2075 Hansel Dr.",['San Diego'],92154,4.0,2.0,1662.0,0.107,1980.0,2.0,Single Family Residence,838000.0
5,"""5210 Westport View Dr",['San Diego'],92154,4.0,2.5,2230.0,0.114,2005.0,2.0,Single Family Residence,949900.0
6,"""1340 Thermal Ave",['San Diego'],92154,3.0,2.0,1274.0,0.135,1962.0,2.0,Single Family Residence,675000.0
7,"""1185 30th.",['San Diego'],92154,3.0,1.5,192.0,0.249,1947.0,0.0,Single Family Residence,795000.0
8,"""3998 Palm Ave",['San Diego'],92154,4.0,2.0,1777.0,0.131,1970.0,2.0,Single Family Residence,640000.0
9,"""1034 27th St",['San Diego'],92154,4.0,2.0,1368.0,0.17,1968.0,2.0,Single Family Residence,725000.0
10,"""5338 Topsail Dr",['San Diego'],92154,5.0,3.0,2859.0,0.117,2005.0,3.0,Single Family Residence,949000.0
11,"""1035 Hawaii Ave",['San Diego'],92154,3.0,2.0,1373.0,0.115,1971.0,2.0,Single Family Residence,750000.0
12,"""1528 Hawken Dr",['San Diego'],92154,4.0,2.5,1696.0,0.106,2004.0,2.0,Single Family Residence,700000.0
13,"""689 Vista Santo Thomas",['San Diego'],92154,4.0,2.5,2162.0,0.122,2003.0,2.0,Single Family Residence,859000.0
14,"""2110 Starburst Ln",['San Diego'],92154,4.0,2.0,1440.0,0.223,1988.0,2.0,Single Family Residence,749900.0
15,"""5964 Vista San Isidro",['San Diego'],92154,4.0,2.5,2166.0,0.085,2002.0,2.0,Single Family Residence,870000.0
16,"""1890 Cabrena St",['San Diego'],92154,4.0,2.0,1586.0,0.126,1977.0,2.0,Single Family Residence,780000.0
17,"""2624 Caulfield Dr",['San Diego'],92154,5.0,2.0,1622.0,0.115,1969.0,0.0,Single Family Residence,750000.0
18,"""5983 Vista Santa Catarina",['San Diego'],92154,4.0,2.5,2066.0,0.099,2003.0,2.0,Single Family Residence,830000.0
0,"""1413 La Chica Dr",['Chula Vista'],91911,4.0,2.5,2345.0,0.145,2002.0,2.0,Single Family Residence,949990.0
1,"""118 Quail Dr",['Chula Vista'],91911,3.0,1.5,1640.0,0.168,1963.0,2.0,Single Family Residence,680000.0
2,"""1168 Elm Ave",['Chula Vista'],91911,3.0,1.0,994.0,0.339,1942.0,0.0,Single Family Residence,635000.0
3,"""1179 Oasis Ave",['Chula Vista'],91911,4.0,2.0,1862.0,0.161,1961.0,2.0,Single Family Residence,825000.0
4,"""3743 Festival Ct",['Chula Vista'],91911,3.0,2.0,1352.0,0.163,1968.0,2.0,Single Family Residence,625000.0
5,"""1097 Woodlawn Ave",['Chula Vista'],91911,3.0,2.0,1244.0,0.14,1942.0,0.0,Single Family Residence,749000.0
6,"""356 Morehouse Pl",['Chula Vista'],91911,6.0,3.5,2034.0,0.244,1985.0,0.0,Single Family Residence,799000.0
7,"""1121 Via Trieste",['Chula Vista'],91911,4.0,2.0,1710.0,0.163,1973.0,2.0,Single Family Residence,849900.0
8,"""1061 Barrett Ave",['Chula Vista'],91911,3.0,2.0,1374.0,0.216,1955.0,0.0,Single Family Residence,800000.0
9,"""343 Quail Place",['Chula Vista'],91911,3.0,2.0,1680.0,0.197,1965.0,2.0,Single Family Residence,799000.0
10,"""1015 Fourth Ave",['Chula Vista'],91911,2.0,1.0,879.0,0.142,1941.0,2.0,Single Family Residence,625000.0
11,"""564 Rivera St",['Chula Vista'],91911,4.0,2.5,1981.0,0.147,1976.0,2.0,Single Family Residence,850000.0
12,"""430 Jamul Ct",['Chula Vista'],91911,4.0,3.0,1920.0,0.161,1961.0,2.0,Single Family Residence,869000.0
13,"""531 Manzanita St",['Chula Vista'],91911,4.0,2.0,2026.0,0.0,1969.0,2.0,Single Family Residence,875000.0
14,"""572 Azalea St",['Chula Vista'],91911,4.0,2.0,1982.0,0.163,1970.0,2.0,Single Family Residence,869000.0
15,"""1334 Myra Ct",['Chula Vista'],91911,3.0,1.5,1398.0,0.172,1964.0,2.0,Single Family Residence,769900.0
16,"""825 Humphrey Pl",['Chula Vista'],91911,3.0,2.5,2211.0,0.119,2002.0,2.0,Single Family Residence,920000.0
17,"""13 Connoley Cir",['Chula Vista'],91911,4.0,2.0,1366.0,0.07,1970.0,2.0,Single Family Residence,723000.0
18,"""25 Plymouth Ct",['Chula Vista'],91911,3.0,2.0,1364.0,0.191,1968.0,2.0,Single Family Residence,765000.0
19,"""111 Country Club Dr",['Chula Vista'],91911,3.0,2.0,1404.0,0.131,1963.0,0.0,Single Family Residence,699999.0
20,"""169 Theresa Way",['Chula Vista'],91911,3.0,2.0,1245.0,0.348,1959.0,2.0,Single Family Residence,719900.0
21,"""1083 Woodlawn Ave",['Chula Vista'],91911,5.0,2.0,1420.0,0.158,1975.0,2.0,Single Family Residence,799000.0
0,"""10945 Gilbert St",['Anaheim'],92804,4.0,3.0,1806.0,0.124,2001.0,2.0,Single Family Residence,865000.0
1,"""3208 W Ravenswood Dr",['Anaheim'],92804,3.0,2.0,1636.0,0.167,1956.0,2.0,Single Family Residence,899000.0
2,"""1328 S Latona St",['Anaheim'],92804,4.0,1.5,1187.0,0.147,1959.0,2.0,Single Family Residence,849500.0
3,"""1511 S Rita Ln",['Anaheim'],92804,3.0,2.0,1180.0,0.25,1954.0,2.0,Single Family Residence,910000.0
4,"""3318 W Faircrest Dr",['Anaheim'],92804,3.0,2.0,1352.0,0.165,1958.0,2.0,Single Family Residence,930000.0
5,"""411 S Nutwood St",['Anaheim'],92804,3.0,2.0,1746.0,0.147,1957.0,2.0,Single Family Residence,839000.0
6,"""1763 S Dallas St",['Anaheim'],92804,3.0,2.0,1126.0,0.165,1960.0,2.0,Single Family Residence,830000.0
7,"""9861 W Palais Rd",['Anaheim'],92804,5.0,2.0,1800.0,0.165,1954.0,2.0,Single Family Residence,950000.0
8,"""717 S Trident",['Anaheim'],92804,4.0,1.0,1680.0,0.14,1955.0,2.0,Single Family Residence,904999.0
9,"""1938 W Chanticleer Rd",['Anaheim'],92804,3.0,2.0,1700.0,0.165,1962.0,2.0,Single Family Residence,885888.0
10,"""1902 W Harriet Ln",['Anaheim'],92804,3.0,3.0,1281.0,0.184,1958.0,2.0,Single Family Residence,839999.0
